concept_label_group,accuracy,precision,recall,f1,num_records,support,group_count
unmapped,0.000,0.000,0.000,0.000,48607155,26323,1
laboratory value,0.002,0.001,0.002,0.001,1443060,3820,312
medication,0.001,0.004,0.001,0.001,472002,2831,618
fluid balance,0.001,0.002,0.001,0.001,471525,1713,25
respiratory,0.003,0.002,0.003,0.002,90500627,1148,115
hemodynamics,0.000,0.000,0.000,0.000,35639026,652,63
nice data,0.004,0.001,0.004,0.002,43471,227,51
renal replacement therapy,0.000,0.000,0.000,0.000,6386367,208,36
neurology,0.000,0.000,0.000,0.000,305697,182,12
infectiology,0.007,0.030,0.007,0.011,2485391,145,25
position,0.000,0.000,0.000,0.000,60045,126,3
clinical score,0.000,0.000,0.000,0.000,1420778,125,28
demographics,0.000,0.000,0.000,0.000,19629,61,9
admission information,0.000,0.000,0.000,0.000,16556,58,8
lda,0.000,0.000,0.000,0.000,661,33,7
sofa score,0.000,0.000,0.000,0.000,90309,24,17
